TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,insurancePremium,totalClaimAmount,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,driverAge,timeAsCustomer,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,educationLevel,claimStatus,incidentSeverity,authoritiesInvolved,numBodilyInjuries,policeReportBool,INCIDENT_STATE,INCIDENT_CITY,incidentTime,AGENT_ID,VENDOR_ID
2021-01-19 00:00:00,TXN00005832,A00005634,PLC00004902,2013-02-15,2021-01-17,2021-01-17,Motor,116.3,4000,Lauren Smith,2613 Southeast 50th Street,,Oklahoma City,OK,73129,728-26-4770,Y,41,30,Y,6,L,Mortgage,MI,54943388,GLFX93872381722238,Bachelor,A,Major Loss,Police,0,1,CA,Hayward,6,AGENT00609,VNDR00590
2021-01-19 00:00:00,TXN00005839,A00005049,PLC00006253,2019-02-06,2021-01-17,2021-01-17,Motor,112.84,6000,Mildred Martinez,95 Briarwood Drive,,Manchester,CT,6040,287-84-8614,Y,40,66,Y,6,M,Rent,MI,15363538,IOGA45991835687896,PhD,A,Major Loss,Police,1,1,AL,Montgomery,23,AGENT00573,VNDR00240
2021-01-19 00:00:00,TXN00005840,A00006040,PLC00001856,2017-08-29,2021-01-12,2021-01-14,Motor,81.86,1000,Susan Ballinger,310 12th Avenue,,Santa Cruz,CA,95062,097-47-7928,Y,55,78,Y,3,M,Own,MI,36276277,BVUN08506350378633,College,A,Total Loss,Ambulance,1,1,CO,Aurora,17,AGENT00246,VNDR00258
2021-01-20 00:00:00,TXN00005854,A00003371,PLC00002992,2020-01-07,2021-01-18,2021-01-18,Motor,92.95,2000,Karen Trafton,1303 Kearny Street Northeast,,Washington,DC,20017,013-56-8508,N,35,112,N,3,L,Rent,MI,103280853,PSVL92002034031774,Bachelor,A,Minor Loss,,0,1,MA,Quincy,6,AGENT00381,
2021-01-20 00:00:00,TXN00005867,A00003625,PLC00000492,2017-12-17,2021-01-03,2021-01-08,Motor,81.21,1000,Kathleen Parrish,3142 West Finger Road,,Fayetteville,AR,72701,307-35-8865,Y,64,70,Y,6,H,Mortgage,MI,123631068,XSBR06578834892747,Bachelor,A,Total Loss,Police,1,0,TN,Nashville,13,AGENT01163,
2021-01-20 00:00:00,TXN00005869,A00007947,PLC00006022,2012-09-24,2021-01-10,2021-01-13,Motor,131.42,1000,Leslie Eudy,1243 Doris Avenue,,Pasadena,MD,21122,419-08-8861,Y,44,16,Y,6,L,Own,MI,116927679,TEGS29583082100493,High School,A,Total Loss,Ambulance,1,0,MD,Brooklyn Park,17,AGENT00185,VNDR00313
2021-01-21 00:00:00,TXN00005873,A00005306,PLC00001061,2015-01-27,2021-01-19,2021-01-19,Motor,113.73,5000,Jeanne Peterson,95 Woods Hill Road,,,VT,5488,395-65-4127,Y,50,88,Y,5,M,Rent,MI,16615641,XODM97506949504574,MD,A,Total Loss,Ambulance,1,1,CO,Arvada,19,AGENT00220,
2021-01-21 00:00:00,TXN00005875,A00000054,PLC00005522,2011-06-05,2021-01-09,2021-01-14,Motor,122.66,9000,Jason Mcfarland,706 Seagrove Road,,Glen Burnie,MD,21060,630-40-3603,Y,35,82,Y,6,L,Rent,HI,63535062,ZCEO45695529887571,Bachelor,A,Total Loss,,0,1,TN,Nashville,2,AGENT01197,
2021-01-21 00:00:00,TXN00005886,A00008848,PLC00008778,2012-10-13,2021-01-03,2021-01-08,Motor,118.68,7000,Cora Mercado,18 Cambridge Street,,Manchester,CT,6042,659-86-5423,Y,26,9,Y,2,M,Own,MI,109166191,FLCG26995326622051,Bachelor,A,Major Loss,,0,1,MA,Reading,4,AGENT00431,VNDR00078
2021-01-21 00:00:00,TXN00005890,A00009686,PLC00000747,2018-12-19,2021-01-18,2021-01-18,Motor,77.68,6000,Albert Burgess,6073 Harlan Street,,Arvada,CO,80003,237-72-1346,Y,35,30,N,5,M,Rent,HI,93055444,SFSU91561376318180,High School,A,Major Loss,Ambulance,1,0,CT,Manchester,15,AGENT00373,
2021-01-21 00:00:00,TXN00005891,A00008756,PLC00009609,2019-06-06,2021-01-03,2021-01-08,Motor,95.47,1000,Teresa Macfarland,3951 Kimberly Street,,Montgomery,AL,36116,892-40-1298,Y,63,62,Y,7,M,Own,LI,35850571,BWDC98205388923298,Bachelor,A,Total Loss,,1,1,AL,Montgomery,23,AGENT00075,VNDR00517
2021-01-22 00:00:00,TXN00005908,A00008892,PLC00007963,2013-07-26,2021-01-21,2021-01-21,Motor,84.63,9000,David Hamons,2400 Easy Street,,San Leandro,CA,94578,868-30-0372,Y,51,66,N,7,L,Own,HI,124633337,ULZH74837772162015,Bachelor,A,Minor Loss,,1,1,MD,Glen Burnie,4,AGENT00473,VNDR00137
2021-01-22 00:00:00,TXN00005915,A00006840,PLC00006671,2019-02-02,2021-01-05,2021-01-10,Motor,93.42,5000,Lourdes Hesser,4506 Eads Place Northeast,,Washington,DC,20019,518-28-5705,Y,27,115,Y,4,L,Rent,MI,58334728,CJUQ47380758984556,High School,A,Major Loss,Police,1,1,MD,Glen Burnie,19,AGENT00104,VNDR00318
2021-01-23 00:00:00,TXN00005928,A00008681,PLC00000779,2014-11-01,2021-01-04,2021-01-09,Motor,79.4,6000,Christopher Tippin,8101 Vaughn Road,,Montgomery,AL,36117,820-67-7466,Y,28,88,Y,3,M,Rent,HI,53746667,SBDE26364887599621,MD,A,Major Loss,Other,1,0,KY,Louisville,10,AGENT00741,VNDR00290
2021-01-23 00:00:00,TXN00005939,A00009074,PLC00006850,2011-06-05,2021-01-06,2021-01-11,Motor,110.3,9000,Gigi Appleby,30451 Servilla Place,,Castaic,CA,91384,467-85-9388,Y,64,63,Y,2,H,Own,LI,81204948,DACN69335244170553,High School,A,Major Loss,Ambulance,1,0,GA,Garden City,2,AGENT00837,VNDR00060
2021-01-23 00:00:00,TXN00005943,A00008920,PLC00004378,2018-02-20,2021-01-11,2021-01-16,Motor,85.8,7000,Tonia Evangelista,25 Church Street,A,Pittsfield,MA,1201,367-88-7565,N,57,7,Y,4,M,Own,MI,60550846,JWJN35097481892320,Bachelor,A,Total Loss,,1,0,AR,Fayetteville,14,AGENT01165,VNDR00510
2021-01-24 00:00:00,TXN00005958,A00008526,PLC00009945,2016-03-21,2021-01-04,2021-01-09,Motor,77.32,2000,Brittney Huffman,4438 Maine Avenue,,Baldwin Park,CA,91706,254-31-5494,Y,25,81,Y,7,H,Mortgage,HI,23072989,RSTZ30981723593977,High School,A,Total Loss,Ambulance,1,1,AR,Fayetteville,22,AGENT01132,VNDR00588
2021-01-25 00:00:00,TXN00005964,A00007581,PLC00004247,2018-12-28,2021-01-08,2021-01-13,Motor,77.06,10000,Zachary Brown,117 Adelaide Road,,Manchester,CT,6040,881-67-6609,Y,62,13,Y,2,M,Rent,LI,37571531,JRTP43065750373073,College,A,Total Loss,Ambulance,0,1,AL,Montgomery,4,AGENT00666,VNDR00594
2021-01-25 00:00:00,TXN00005971,A00000181,PLC00008768,2013-05-21,2021-01-24,2021-01-24,Motor,71.04,2000,Amy Hatt,6057 Griffith Avenue,,Linda,CA,95901,873-79-0101,Y,42,22,Y,2,L,Rent,MI,128968370,HYZY03239342289346,Masters,A,Minor Loss,Police,0,1,AZ,Glendale,10,AGENT00383,VNDR00499
2021-01-25 00:00:00,TXN00005973,A00008606,PLC00009731,2019-08-20,2021-01-14,2021-01-19,Motor,128.31,7000,Joseph Chesley,1822 Dixdale Avenue,,Louisville,KY,40210,059-47-5029,N,62,32,Y,2,L,Mortgage,LI,59487218,OXRV30318704675925,High School,A,Total Loss,Police,1,0,OK,Bethany,6,AGENT00395,
2021-01-25 00:00:00,TXN00005983,A00000667,PLC00002542,2019-03-03,2021-01-17,2021-01-20,Motor,115.16,5000,Joseph Mowles,6214 Herzog Street,,Oakland,CA,94608,018-22-9394,Y,35,91,Y,4,M,Rent,HI,103244336,IYDC33859252409189,College,A,Total Loss,Other,1,1,OK,Midwest City,7,AGENT00517,VNDR00488
2021-01-25 00:00:00,TXN00005987,A00005015,PLC00007125,2018-10-10,2021-01-18,2021-01-20,Motor,115.57,7000,Mary Ogilvie,1501 New Hampshire Avenue,,Lynn Haven,FL,32444,224-65-8788,N,26,49,Y,3,M,Rent,MI,106909115,ZWMX66495050330606,Bachelor,A,Total Loss,Police,0,1,CA,Mountain View,7,AGENT00741,VNDR00004
2021-01-25 00:00:00,TXN00005993,A00001916,PLC00006798,2018-09-14,2021-01-13,2021-01-18,Motor,134.44,3000,Frances Martinez,3031 Montgomery Street,,Savannah,GA,31405,287-58-3446,Y,30,18,Y,6,M,Own,LI,102173178,HWMJ74539021937005,Masters,A,Total Loss,Ambulance,1,1,AZ,Glendale,12,AGENT00246,VNDR00533
2021-01-26 00:00:00,TXN00006007,A00000522,PLC00000257,2010-11-03,2021-01-13,2021-01-18,Motor,77.02,10000,Jessica Crosby,1822 Pine Grove Court,,Severn,MD,21144,240-35-3566,Y,47,91,Y,2,L,Rent,MI,110219671,FEUQ62409459732205,High School,A,Major Loss,Ambulance,1,0,MA,Holyoke,17,AGENT01028,VNDR00445
2021-01-26 00:00:00,TXN00006014,A00004862,PLC00005983,2012-07-03,2021-01-09,2021-01-14,Motor,118.7,5000,Katherine Matlock,2 Misty Marsh Drive,,Savannah,GA,31419,087-82-5996,Y,55,76,Y,2,M,Own,MI,85769117,QYJS70336433238392,Masters,A,Total Loss,Ambulance,0,1,CO,Arvada,6,AGENT01123,VNDR00167
2021-01-26 00:00:00,TXN00006018,A00007476,PLC00002772,2015-02-14,2021-01-21,2021-01-22,Motor,106.22,9000,Sally Deleon,7915 Depew Street,,Arvada,CO,80003,396-77-0073,N,36,12,Y,7,H,Rent,MI,12495632,DXNO98652265139014,Bachelor,A,Total Loss,Ambulance,1,0,MA,Brookline,15,AGENT00911,VNDR00229
2021-01-26 00:00:00,TXN00006024,A00001655,PLC00008460,2015-10-07,2021-01-20,2021-01-22,Motor,136.61,1000,James Stone,7701 Taylor Oaks Circle,,Montgomery,AL,36116,240-01-2065,N,37,25,Y,5,M,Own,HI,88385637,KBFZ58430289838179,Masters,A,Total Loss,,1,0,FL,Panama City,15,AGENT00585,VNDR00260
2021-01-26 00:00:00,TXN00006028,A00007723,PLC00004840,2010-08-22,2021-01-19,2021-01-21,Motor,90.47,9000,Kenneth Murray,190 Exchange Street,,Lawrence,MA,1841,425-20-6359,Y,32,112,Y,4,L,Mortgage,MI,121096126,KLHN69346113888740,Bachelor,A,Total Loss,,0,1,AK,Anchorage,8,AGENT00453,VNDR00248
2021-01-27 00:00:00,TXN00006048,A00007764,PLC00005222,2013-12-24,2021-01-11,2021-01-16,Motor,122.82,4000,Jacques Miyoshi,2076 North Crossover Road,,Fayetteville,AR,72703,605-01-6226,Y,33,89,Y,3,M,Own,LI,49596326,UZGJ46799773981047,High School,A,Minor Loss,Other,1,0,CT,Manchester,2,AGENT00405,
2021-01-27 00:00:00,TXN00006049,A00006171,PLC00000447,2013-01-15,2021-01-16,2021-01-21,Motor,103.31,3000,Kathleen Tandy,3708 Fort Lincoln Drive Northeast,,Washington,DC,20018,379-28-3331,Y,49,27,Y,3,L,Mortgage,HI,36043222,CDJP15844925721622,Bachelor,A,Minor Loss,Police,0,1,AK,Anchorage,15,AGENT00342,VNDR00003
2021-01-27 00:00:00,TXN00006055,A00000715,PLC00009876,2018-06-23,2021-01-10,2021-01-15,Motor,114.39,7000,Julio Reed,18687 County Road 97,,Woodland,CA,95695,148-02-4682,N,25,56,Y,5,M,Rent,MI,71178385,BHEX49086646135382,Masters,A,Major Loss,,0,0,CA,Oakland,4,AGENT00602,
2021-01-28 00:00:00,TXN00006073,A00005210,PLC00004980,2011-07-24,2021-01-08,2021-01-13,Motor,75.73,5000,Evelyn Walden,4231 Miramonte Way,,Union City,CA,94587,754-77-4957,N,32,92,Y,7,M,Own,MI,40145860,QRUB09510596201488,MD,A,Total Loss,Police,1,1,CO,Arvada,4,AGENT00937,VNDR00191
2021-01-28 00:00:00,TXN00006088,A00004703,PLC00003929,2010-08-27,2021-01-16,2021-01-21,Motor,97.63,7000,Andrew Schutz,800 Old Stage Road,,Glen Burnie,MD,21061,232-20-4832,Y,41,101,Y,5,L,Mortgage,LI,20942504,KCCU61463724015052,High School,A,Total Loss,Ambulance,1,1,AR,Fayetteville,15,AGENT01057,VNDR00072
2021-01-29 00:00:00,TXN00006114,A00001269,PLC00004637,2016-11-27,2021-01-11,2021-01-16,Motor,120.53,3000,Fernando Levesque,6604 Northwest 130th Street,,Oklahoma City,OK,73142,497-98-4367,N,47,101,Y,7,M,Rent,MI,71962041,JYWY36716910856750,Bachelor,A,Minor Loss,Police,1,1,TN,Nashville,21,AGENT00907,VNDR00427
2021-01-29 00:00:00,TXN00006117,A00008131,PLC00007247,2012-06-28,2021-01-19,2021-01-22,Motor,129.28,10000,John Austin,29104 Quartz Lane,,Tollhouse,CA,93667,367-73-0678,Y,38,74,Y,7,M,Rent,MI,58947607,QNGG18724968391301,High School,A,Major Loss,Police,1,1,AK,Anchorage,14,AGENT00786,VNDR00025
2021-01-29 00:00:00,TXN00006119,A00003783,PLC00000003,2015-01-06,2021-01-23,2021-01-25,Motor,95.31,6000,Margaret Paulson,1361 Barret Park Way,,Montgomery,AL,36117,598-51-4410,Y,51,21,Y,7,M,Rent,HI,55070755,SYQM13561622470597,Bachelor,A,Major Loss,Ambulance,1,1,VT,Saint Albans City,23,AGENT00428,VNDR00143
2021-01-29 00:00:00,TXN00006126,A00002129,PLC00007749,2015-02-18,2021-01-12,2021-01-17,Motor,85.43,3000,James Rathbone,816 East 69th Street,,Savannah,GA,31405,834-13-0421,N,39,40,Y,4,M,Own,MI,24606972,FPCN58609398450635,Bachelor,A,Minor Loss,Police,1,1,FL,Panama City,1,AGENT00859,VNDR00006
2021-01-30 00:00:00,TXN00006135,A00004819,PLC00001159,2016-01-31,2021-01-23,2021-01-25,Motor,73.79,9000,Mack Parra,8841 Tempest Circle,,Anchorage,AK,99507,127-56-5330,N,48,93,Y,2,L,Own,MI,29192850,EEYZ20022566633539,College,A,Total Loss,,0,1,CA,Fremont,15,AGENT00748,
2021-01-30 00:00:00,TXN00006136,A00007204,PLC00009908,2018-10-17,2021-01-12,2021-01-17,Motor,78.08,10000,Heather Patrick,6262 29th Street Northwest,,Washington,DC,20015,412-76-4212,Y,35,56,Y,2,M,Mortgage,LI,42941415,KDTV38573693601774,Bachelor,A,Major Loss,,0,0,CO,Arvada,18,AGENT01009,
2021-01-30 00:00:00,TXN00006143,A00000198,PLC00004475,2013-10-09,2021-01-13,2021-01-18,Motor,110.01,9000,Paul Williams,1227 Aaron Street,,Montgomery,AL,36104,892-98-0283,N,60,58,Y,5,L,Own,HI,127290874,MHZW22649655568170,Bachelor,A,Minor Loss,,0,1,AR,Fayetteville,12,AGENT00324,VNDR00060
2021-01-30 00:00:00,TXN00006146,A00003057,PLC00005695,2011-02-03,2021-01-28,2021-01-28,Motor,122.3,2000,John Singletary,2721 Lindsay Avenue,,Louisville,KY,40206,277-58-4549,Y,48,75,Y,2,M,Rent,MI,90172993,HITV16383340280590,MD,A,Major Loss,Ambulance,1,0,AK,Anchorage,13,AGENT00823,
2021-01-31 00:00:00,TXN00006154,A00009830,PLC00000072,2019-02-06,2021-01-13,2021-01-18,Motor,73.72,9000,Lisa Anderson,1330 West 82nd Avenue,,Anchorage,AK,99518,880-70-6762,Y,30,35,Y,3,L,Mortgage,MI,46569071,SFIU36575996101325,High School,A,Minor Loss,Police,1,1,GA,Savannah,16,AGENT00955,
2021-01-31 00:00:00,TXN00006172,A00004549,PLC00006947,2015-12-09,2021-01-24,2021-01-26,Motor,94.17,8000,Karla Thomas,1124 Jacobs Court,,Nashville,TN,37080,212-84-9053,Y,41,15,Y,4,L,Mortgage,MI,124903559,SYKD96801445162828,Bachelor,D,Total Loss,Ambulance,1,1,AL,Montgomery,6,AGENT00291,VNDR00066
2021-02-01 00:00:00,TXN00006178,A00007500,PLC00005512,2016-03-01,2021-01-30,2021-01-30,Motor,112.23,3000,Leroy Fletcher,5408 Iris Street,,Arvada,CO,80002,267-29-4877,Y,30,61,Y,3,L,Own,HI,35759685,CVHN67163214695466,Bachelor,A,Minor Loss,Ambulance,0,1,MD,Annapolis,17,AGENT00256,VNDR00189
2021-02-01 00:00:00,TXN00006179,A00009386,PLC00008926,2014-04-10,2021-01-14,2021-01-19,Motor,108.16,10000,William Boone,1622 Edgar D Nixon Avenue,,Montgomery,AL,36104,396-98-9901,Y,26,21,Y,5,M,Mortgage,MI,16735796,NKVY76851703120187,Bachelor,A,Total Loss,Police,1,1,AL,Montgomery,8,AGENT00731,VNDR00139
2021-02-01 00:00:00,TXN00006181,A00004572,PLC00007654,2017-07-02,2021-01-24,2021-01-27,Motor,132.64,4000,Cassie Beck,264 River Road,,Richmond,VT,5477,235-63-4749,Y,57,85,Y,3,L,Mortgage,HI,63272189,TYHA14721844891451,Bachelor,A,Total Loss,,1,1,FL,Panama City Beach,20,AGENT00636,VNDR00078
2021-02-01 00:00:00,TXN00006187,A00004272,PLC00008083,2014-08-06,2021-01-27,2021-01-28,Motor,128.55,7000,George Williams,126 Marjorie Lane,C,Manchester,CT,6042,026-62-4728,Y,35,20,Y,4,M,Own,HI,89395147,EYLK43105004542694,High School,A,Total Loss,,0,1,FL,Panama City Beach,8,AGENT00696,
2021-02-01 00:00:00,TXN00006192,A00007910,PLC00001217,2014-05-23,2021-01-29,2021-01-29,Motor,83.14,4000,Benjamin Ramos,3100 Gentilly Court,,Montgomery,AL,36116,687-32-5312,Y,43,65,Y,2,L,Own,MI,39308252,ZQZY94025418175554,Bachelor,A,Major Loss,Ambulance,1,1,AL,Montgomery,3,AGENT00244,
2021-02-01 00:00:00,TXN00006193,A00000907,PLC00006813,2016-06-01,2021-01-29,2021-01-29,Motor,85.75,9000,Hazel Mitchell,203 East Gwinnett Street,,Savannah,GA,31401,577-83-1095,Y,45,73,Y,2,L,Rent,HI,69240461,HCAW45264846481603,High School,A,Total Loss,,1,1,AK,Anchorage,4,AGENT00330,VNDR00012
2021-02-03 00:00:00,TXN00006234,A00005531,PLC00000294,2019-05-05,2021-01-20,2021-01-25,Motor,110.42,4000,Lisa Hargrove,4246 Ray Drive,,Montgomery,AL,36109,090-53-0205,Y,28,19,Y,3,H,Mortgage,HI,42114705,QRCB81437361019910,High School,A,Total Loss,,1,1,CO,Arvada,15,AGENT00881,
2021-02-03 00:00:00,TXN00006235,A00009457,PLC00000936,2011-06-17,2021-01-18,2021-01-23,Motor,136.95,7000,Michelle Graham,7529 West 72nd Avenue,#4,Arvada,CO,80003,411-09-8807,Y,25,38,Y,4,M,Mortgage,MI,99286699,YTMJ35367405186881,College,A,Major Loss,,1,0,CO,Arvada,22,AGENT01075,VNDR00564
2021-02-03 00:00:00,TXN00006240,A00001421,PLC00003930,2017-09-09,2021-01-14,2021-01-19,Motor,77.77,9000,John Hopkins,9119 Whispering Willow Way,,Tampa,FL,33614,275-23-1781,Y,53,44,Y,7,L,Own,MI,83031834,SASG06324897122956,Bachelor,A,Minor Loss,Ambulance,1,1,TN,Nashville,21,AGENT01078,VNDR00238
2021-02-03 00:00:00,TXN00006249,A00008991,PLC00006811,2019-09-30,2021-02-02,2021-02-02,Motor,136.66,4000,John Iman,717 Joseph Avenue,,Nashville,TN,37207,244-26-1222,Y,30,63,Y,3,L,Rent,MI,11218027,CFHX20650298444458,High School,A,Total Loss,Police,0,1,CT,Manchester,15,AGENT00390,VNDR00428
2021-02-03 00:00:00,TXN00006252,A00008724,PLC00008520,2013-07-05,2021-01-25,2021-01-28,Motor,71.15,10000,Laura Jenkins,6740 Dickerson Drive,,Anchorage,AK,99504,546-02-2288,Y,40,52,Y,3,L,Mortgage,MI,96912908,NEQL03464063721743,Bachelor,A,Total Loss,,1,0,OK,Oklahoma City,6,AGENT00167,VNDR00193
2021-02-05 00:00:00,TXN00006287,A00000147,PLC00007304,2017-09-26,2021-02-03,2021-02-03,Motor,79.2,8000,Juanita Sterner,642 South 2nd Street,#608,Louisville,KY,40202,549-52-6917,Y,48,71,Y,5,M,Rent,HI,113237605,BWMQ36766362397894,Bachelor,A,Minor Loss,Ambulance,0,1,CT,Manchester,4,AGENT01184,VNDR00407
2021-02-05 00:00:00,TXN00006291,A00004947,PLC00001072,2010-10-07,2021-01-21,2021-01-26,Motor,129.66,4000,Dora Gust,7202 Jump Street,,Youngstown,FL,32466,766-51-3902,Y,29,104,Y,3,H,Mortgage,LI,107862840,CGUA40179544094854,Bachelor,A,Minor Loss,Ambulance,0,0,OK,Oklahoma City,3,AGENT00986,
2021-02-05 00:00:00,TXN00006292,A00002163,PLC00003086,2012-10-18,2021-01-30,2021-02-01,Motor,109.55,3000,Kyle Edwards,414 Tanya Pass,,Panama City,FL,32404,055-81-5336,Y,29,16,Y,5,M,Own,HI,108406690,XESQ72620575227274,PhD,A,Minor Loss,Ambulance,1,1,VT,,18,AGENT00855,VNDR00135
2021-02-06 00:00:00,TXN00006307,A00000436,PLC00002109,2016-07-01,2021-02-05,2021-02-05,Motor,86.01,9000,Mary Andreozzi,1320 Huffman Park Drive,#STE 000170,Anchorage,AK,99515,441-70-5270,Y,46,77,Y,7,L,Own,LI,82857909,UWMF10849151377814,High School,A,Major Loss,Ambulance,1,1,AZ,Glendale,0,AGENT00931,VNDR00428
2021-02-06 00:00:00,TXN00006316,A00006649,PLC00007118,2017-02-23,2021-01-29,2021-02-01,Motor,128.35,10000,Glenn Fan,46710 Crawford Street,#APT 32,Fremont,CA,94539,581-19-7605,Y,49,102,Y,7,M,Mortgage,HI,59702281,EBWF56355766037620,College,D,Total Loss,,0,1,CT,Manchester,7,AGENT01143,
2021-02-06 00:00:00,TXN00006326,A00000918,PLC00009712,2017-08-26,2021-01-20,2021-01-25,Motor,105.73,10000,Marjorie Huerta,2079 Nashboro Boulevard,,Nashville,TN,37217,253-32-4777,N,39,117,Y,4,L,Own,HI,45893719,AAFF10573787319292,Masters,A,Major Loss,Police,0,1,MD,Severn,11,AGENT00881,
2021-02-06 00:00:00,TXN00006329,A00003716,PLC00000124,2017-12-02,2021-01-17,2021-01-22,Motor,120.33,3000,Augusta Sartoris,6451 West Bell Road,#1144,Glendale,AZ,85308,705-48-6369,Y,59,49,Y,2,M,Mortgage,MI,33303457,HKZN99345297828919,Bachelor,A,Major Loss,,1,0,OK,Oklahoma City,19,AGENT00236,
2021-02-07 00:00:00,TXN00006335,A00004573,PLC00006198,2019-08-22,2021-01-24,2021-01-29,Motor,127.66,5000,Shelly Tyrrell,103 Martin Luther King Junior Boulevard,,Fayetteville,AR,72701,751-61-1851,Y,38,80,Y,3,M,Rent,HI,65884096,VDCL11228422914686,Bachelor,A,Minor Loss,Ambulance,1,1,CA,San Diego,11,AGENT00718,VNDR00498
2021-02-07 00:00:00,TXN00006361,A00008878,PLC00006388,2014-02-14,2021-01-19,2021-01-24,Motor,104.66,5000,Marcus Gray,4971 Janet Court,,Livermore,CA,94550,598-73-2874,N,62,61,N,4,L,Rent,MI,82819277,BYVG23354368277189,Bachelor,A,Total Loss,Police,1,1,CA,Oakland,5,AGENT00731,
2021-02-08 00:00:00,TXN00006362,A00004495,PLC00003694,2016-11-04,2021-01-21,2021-01-26,Motor,139.12,9000,Juana Croy,1701 Atlantic Street,,Union City,CA,94587,573-65-9802,N,56,44,Y,2,L,Rent,MI,117005244,FCPE02808178895232,Bachelor,A,Total Loss,Ambulance,0,1,FL,Panama City,13,AGENT01129,VNDR00193
2021-02-08 00:00:00,TXN00006369,A00000258,PLC00008593,2012-02-08,2021-02-02,2021-02-04,Motor,105.84,8000,Bessie Daugherty,501 Holly Avenue,,Pooler,GA,31322,507-25-8645,Y,51,90,Y,5,L,Own,LI,81441633,AXLH85413462085940,Masters,A,Major Loss,Police,1,1,AL,Montgomery,3,AGENT00134,VNDR00544
2021-02-08 00:00:00,TXN00006372,A00002247,PLC00007308,2015-01-29,2021-02-07,2021-02-07,Motor,116.09,4000,Cynthia Lott,3100 Gentilly Court,,Montgomery,AL,36116,613-82-4018,Y,47,18,Y,3,M,Mortgage,HI,116539656,OJSD77986121179944,PhD,A,Minor Loss,Ambulance,0,0,CO,Arvada,8,AGENT00185,VNDR00255
2021-02-08 00:00:00,TXN00006381,A00007557,PLC00007812,2011-02-07,2021-02-03,2021-02-04,Motor,123.44,5000,Arielle Tremblay,39 Cottage Street,,Athol,MA,1331,344-69-8569,N,53,77,Y,5,M,Mortgage,LI,34821006,BWIH25802709773620,Bachelor,A,Minor Loss,Ambulance,1,1,MD,Pasadena,5,AGENT00448,VNDR00243
2021-02-08 00:00:00,TXN00006391,A00002099,PLC00002539,2015-06-25,2021-02-01,2021-02-03,Motor,118.18,2000,Maxine Masters,1314 89th Avenue,,Oakland,CA,94621,818-62-3274,Y,43,84,Y,6,H,Mortgage,HI,108491993,LCJF97717538177586,High School,A,Minor Loss,Ambulance,0,1,CA,Fremont,7,AGENT00359,VNDR00433
2021-02-09 00:00:00,TXN00006398,A00004416,PLC00005845,2016-10-28,2021-02-07,2021-02-07,Motor,73.53,4000,James Clough,132 Laurel Green Court,,Savannah,GA,31419,749-84-4695,N,42,35,Y,5,M,Own,MI,14714078,JPSI00639430783237,Bachelor,A,Major Loss,Police,1,1,CA,Castro Valley,0,AGENT00925,
2021-02-09 00:00:00,TXN00006401,A00006525,PLC00007248,2012-05-13,2021-01-23,2021-01-28,Motor,80.01,6000,Michelle Mckinney,3440 Brookhaven Road,,Pasadena,MD,21122,553-95-2352,Y,52,69,Y,6,M,Rent,MI,66598886,DXZU76341748961913,High School,A,Total Loss,Other,1,0,MD,Crofton,13,AGENT01103,VNDR00242
2021-02-09 00:00:00,TXN00006405,A00005175,PLC00008744,2017-07-27,2021-02-05,2021-02-06,Motor,123.97,4000,John Armstrong,599 Cambridge Street,#303,Cambridge,MA,2141,222-89-7913,Y,56,97,Y,3,M,Mortgage,MI,68483766,RPPU78074202888648,Bachelor,A,Major Loss,Other,0,1,AZ,Glendale,17,AGENT01190,
2021-02-09 00:00:00,TXN00006412,A00008213,PLC00000479,2016-11-17,2021-02-03,2021-02-05,Motor,116.62,5000,Shannon Heft,1600 West 11th Avenue,#APT 000028,Anchorage,AK,99501,593-98-9268,N,48,110,Y,3,H,Rent,MI,80352697,SSWD23491100503134,Bachelor,A,Minor Loss,Police,1,1,AK,Anchorage,15,AGENT00028,
2021-02-09 00:00:00,TXN00006414,A00007203,PLC00004555,2012-09-19,2021-02-04,2021-02-05,Motor,106.28,10000,Thomas Alcorn,1010 10th Street Northeast,,Washington,DC,20002,243-44-4595,Y,25,53,Y,6,L,Rent,LI,101248800,XWCE56303046299180,College,A,Total Loss,Ambulance,1,1,MD,Glen Burnie,10,AGENT01189,VNDR00589
2021-02-10 00:00:00,TXN00006429,A00003618,PLC00008323,2020-01-14,2021-02-06,2021-02-07,Motor,109.72,4000,Chandra Tudela,2433 Southwest 36th Street,,Oklahoma City,OK,73109,381-52-6014,Y,26,85,Y,7,H,Mortgage,LI,23895470,OXHE01242674891292,MD,A,Minor Loss,Ambulance,1,1,VT,Colchester,19,AGENT00720,VNDR00120
