index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
1243,70,42,1000,878,,High School,Single Vehicle Collision,Total Loss,None,17,1,1,1,10000,0,19,26,Full
1244,52,51,2000,1144,,High School,Multi-vehicle Collision,Total Loss,Police,11,3,0,0,10000,0,16,30,Full
1245,71,56,2000,1471,,College,Single Vehicle Collision,Major Loss,Other,23,1,0,1,3000,0,4,40,Full
1246,106,56,2000,1466,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,10,2,0,1,2000,0,11,37,Full
1247,82,48,1000,1126,,MD,Single Vehicle Collision,Minor Loss,Ambulance,21,1,1,1,9000,0,15,30,Full
1248,101,30,2000,897,,Masters,Multi-vehicle Collision,Total Loss,Other,2,3,0,1,6000,0,7,11,Full
1249,106,29,2000,973,,High School,Multi-vehicle Collision,Major Loss,Ambulance,20,3,1,1,10000,0,8,11,Full
1250,79,48,2000,856,,Masters,Single Vehicle Collision,Total Loss,Ambulance,5,1,1,0,3000,0,11,28,Full
1251,58,28,500,887,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,8,3,0,1,6000,0,9,6,Full
1252,117,53,2000,1501,,Bachelor,Parked Car,Major Loss,Other,20,1,1,1,9000,0,15,34,Full
1253,97,46,500,1128,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,5,1,0,1,3000,0,0,24,Full
1254,73,44,1000,1245,,High School,Single Vehicle Collision,Total Loss,Ambulance,6,1,1,0,2000,0,8,22,Full
1255,54,50,1000,907,,Masters,Vehicle Theft,Minor Loss,None,20,1,0,1,9000,0,6,29,Full
1256,112,29,500,1011,,High School,Multi-vehicle Collision,Major Loss,Ambulance,18,3,1,0,7000,1,12,8,Full
1257,34,62,1000,989,,Bachelor,Single Vehicle Collision,Total Loss,Police,6,1,1,1,7000,0,16,43,Full
1258,113,38,500,1451,,High School,Single Vehicle Collision,Minor Loss,Police,3,1,1,0,9000,0,1,22,Full
1259,65,46,1000,1221,,MD,Parked Car,Minor Loss,Ambulance,7,1,1,0,8000,0,3,27,Full
1260,111,47,2000,1359,,High School,Multi-vehicle Collision,Major Loss,None,2,3,1,1,10000,0,13,31,Full
1261,94,36,500,1150,,High School,Multi-vehicle Collision,Major Loss,None,22,3,1,1,1000,0,15,16,Full
1262,48,41,500,1626,,Bachelor,Multi-vehicle Collision,Total Loss,None,19,3,0,1,7000,0,12,23,Full
1263,34,52,1000,1595,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,7,3,1,0,2000,0,20,30,Full
1264,59,44,1000,926,,Bachelor,Parked Car,Major Loss,None,19,1,1,1,8000,0,10,25,Full
1265,36,25,1000,1344,,College,Single Vehicle Collision,Total Loss,Other,0,1,1,1,1000,0,2,4,P2
1266,27,36,500,1136,,Bachelor,Single Vehicle Collision,Minor Loss,Police,11,1,1,1,5000,0,14,15,Full
1267,18,56,1000,1395,,High School,Multi-vehicle Collision,Major Loss,Other,8,3,1,0,5000,0,12,36,Full
1268,38,29,1000,1557,,High School,Single Vehicle Collision,Total Loss,Other,7,1,1,0,7000,0,12,13,Full
1269,25,42,500,1322,,Bachelor,Multi-vehicle Collision,Total Loss,None,16,3,0,0,10000,0,11,24,Full
1270,71,28,500,1052,,Bachelor,Single Vehicle Collision,Total Loss,Police,19,1,1,0,5000,0,19,9,Full
1271,90,28,500,1490,,Bachelor,Parked Car,Total Loss,Police,19,1,1,0,1000,0,2,9,Full
1272,91,63,1000,936,,High School,Vehicle Theft,Major Loss,Ambulance,11,1,1,1,5000,0,1,46,Full
1273,55,31,2000,1186,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,18,3,0,1,1000,0,3,10,Full
1274,42,64,500,1070,,Bachelor,Parked Car,Minor Loss,None,17,1,1,0,6000,0,5,45,Full
1275,119,26,1000,1107,,Masters,Multi-vehicle Collision,Total Loss,Police,19,3,1,1,5000,0,12,4,P2
1276,18,29,1000,1047,,Bachelor,Parked Car,Minor Loss,Police,6,1,0,1,9000,0,12,9,Full
1277,62,57,2000,1020,,College,Parked Car,Major Loss,Ambulance,2,1,1,1,7000,0,4,36,Full
1278,19,54,1000,996,,Bachelor,Single Vehicle Collision,Minor Loss,Police,20,1,1,1,5000,0,10,33,Full
1279,25,49,2000,1265,,PhD,Single Vehicle Collision,Minor Loss,Police,17,1,1,1,10000,0,9,30,Full
1280,82,30,1000,1212,,High School,Vehicle Theft,Total Loss,Police,13,1,0,1,8000,0,9,11,Full
1281,18,26,1000,1333,,High School,Multi-vehicle Collision,Major Loss,Ambulance,8,3,1,0,7000,0,16,9,Full
1282,44,49,2000,1199,,College,Vehicle Theft,Minor Loss,Police,12,1,1,0,1000,0,9,32,Full
1283,106,52,2000,918,,High School,Single Vehicle Collision,Minor Loss,Police,18,1,0,0,2000,0,15,35,Full
1284,94,44,500,1403,,Bachelor,Multi-vehicle Collision,Total Loss,Police,22,3,0,1,1000,0,3,25,Full
1285,44,62,1000,1141,,MD,Multi-vehicle Collision,Major Loss,Ambulance,6,3,1,1,8000,0,10,40,Full
1286,19,40,500,1150,,Bachelor,Multi-vehicle Collision,Major Loss,Police,9,3,0,1,1000,0,17,22,Full
1287,85,41,500,871,,High School,Parked Car,Major Loss,Police,14,1,1,1,5000,1,3,23,Full
1288,34,57,2000,1592,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,1,1,0,0,2000,0,9,37,Full
1289,22,34,2000,1081,,High School,Single Vehicle Collision,Total Loss,None,9,1,1,0,5000,0,12,15,Full
1290,15,51,1000,1336,,MD,Single Vehicle Collision,Major Loss,Police,20,1,1,0,7000,0,3,34,Full
1291,13,50,500,849,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,6,3,0,1,4000,0,15,32,Full
1292,79,46,500,900,,High School,Multi-vehicle Collision,Major Loss,Other,2,3,1,1,8000,0,1,27,Full
1293,28,45,500,1418,,Bachelor,Vehicle Theft,Major Loss,Other,15,1,1,1,1000,0,20,24,Full
1294,35,38,1000,1571,,High School,Multi-vehicle Collision,Major Loss,Ambulance,8,3,1,1,5000,0,9,17,Full
1295,61,31,500,930,,Bachelor,Single Vehicle Collision,Major Loss,Police,2,1,0,0,4000,0,6,10,Full
1296,55,38,2000,1288,,High School,Multi-vehicle Collision,Total Loss,Ambulance,3,3,1,0,1000,0,2,21,Full
1297,93,40,1000,1362,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,4,3,1,1,10000,0,8,20,Full
1298,11,56,2000,1639,,Bachelor,Vehicle Theft,Total Loss,Police,11,1,1,0,1000,0,13,38,Full
1299,41,38,2000,1062,,College,Parked Car,Major Loss,None,11,1,1,1,5000,0,2,20,Full
1300,116,53,1000,1393,,College,Parked Car,Minor Loss,Ambulance,2,1,1,1,1000,0,6,37,Full
1301,109,30,1000,1153,,College,Vehicle Theft,Major Loss,Ambulance,23,1,1,1,3000,0,17,13,Full
1302,86,42,500,1159,,High School,Single Vehicle Collision,Major Loss,Ambulance,20,1,1,1,6000,0,13,21,Full
1303,64,30,500,1648,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,5,3,0,1,4000,0,4,14,Full
1304,49,57,500,1328,,Bachelor,Multi-vehicle Collision,Major Loss,Police,0,3,1,0,4000,0,3,37,Full
1305,45,34,1000,999,,High School,Multi-vehicle Collision,Minor Loss,None,3,3,1,1,6000,0,18,18,Full
1306,84,61,500,1500,,Bachelor,Multi-vehicle Collision,Major Loss,Police,19,3,1,1,5000,0,5,42,Full
1307,117,47,1000,1527,,PhD,Multi-vehicle Collision,Total Loss,Ambulance,8,3,0,1,7000,0,3,29,Full
1308,13,64,500,988,,High School,Multi-vehicle Collision,Major Loss,Ambulance,4,3,1,1,6000,0,20,43,Full
1309,87,47,2000,1163,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,10,1,0,0,4000,0,6,25,Full
1310,21,58,1000,1206,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,21,3,0,1,2000,0,2,37,Full
1311,32,57,2000,1480,,Bachelor,Single Vehicle Collision,Total Loss,None,1,1,0,0,5000,0,9,35,Full
1312,43,49,500,1330,,MD,Multi-vehicle Collision,Major Loss,Ambulance,12,3,0,1,10000,0,8,33,Full
1313,82,33,2000,1415,,Bachelor,Multi-vehicle Collision,Total Loss,None,16,3,1,1,8000,0,19,11,Full
1314,59,32,1000,1419,,High School,Multi-vehicle Collision,Major Loss,Ambulance,15,2,1,1,1000,0,2,16,Full
1315,47,36,500,1611,,Masters,Single Vehicle Collision,Major Loss,Ambulance,20,1,1,0,2000,0,2,15,Full
1316,111,42,1000,1313,,Bachelor,Multi-vehicle Collision,Total Loss,Police,14,4,1,1,8000,0,2,25,Full
1317,47,29,500,1482,,College,Single Vehicle Collision,Minor Loss,Police,13,1,1,1,1000,0,18,12,Full
1318,86,56,2000,1603,,Bachelor,Single Vehicle Collision,Total Loss,Other,11,1,1,1,3000,0,9,40,Full
1319,17,25,1000,1247,,Masters,Vehicle Theft,Major Loss,Ambulance,0,1,0,1,9000,0,3,6,Full
1320,99,42,500,973,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,0,1,0,1,2000,0,12,26,Full
1321,12,37,1000,1068,,MD,Multi-vehicle Collision,Major Loss,Other,8,3,1,1,9000,0,10,18,Full
1322,21,32,2000,1560,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,17,4,0,0,5000,0,4,16,Full
1323,26,48,1000,1620,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,22,3,0,1,6000,0,12,28,Full
1324,24,53,2000,1513,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,12,3,1,1,6000,0,7,33,Full
1325,32,62,500,1003,,MD,Multi-vehicle Collision,Total Loss,Ambulance,4,3,0,1,5000,0,4,46,Full
1326,116,33,2000,1320,,College,Single Vehicle Collision,Minor Loss,Ambulance,5,1,0,1,6000,0,10,16,Full
1327,8,36,1000,1400,,High School,Single Vehicle Collision,Major Loss,Other,11,1,0,1,7000,0,6,17,Full
1328,12,40,2000,1212,,MD,Single Vehicle Collision,Total Loss,Ambulance,16,1,1,1,7000,1,4,20,Full
1329,19,25,1000,1463,,High School,Multi-vehicle Collision,Total Loss,Police,11,3,0,0,2000,0,18,6,Full
1330,30,28,2000,1484,,Masters,Multi-vehicle Collision,Total Loss,Police,3,3,1,0,4000,0,3,10,Full
1331,28,29,2000,1398,,College,Multi-vehicle Collision,Major Loss,Ambulance,6,3,1,0,9000,0,5,7,Full
1332,11,27,2000,1480,,Bachelor,Single Vehicle Collision,Major Loss,Police,16,1,0,1,6000,0,8,6,Full
1333,73,57,1000,1410,,Masters,Multi-vehicle Collision,Total Loss,Police,3,3,0,1,10000,1,5,40,Full
1334,106,32,1000,1497,,Masters,Single Vehicle Collision,Major Loss,None,2,1,0,0,4000,0,4,15,Full
1335,91,46,500,1415,,High School,Single Vehicle Collision,Major Loss,None,20,1,1,1,7000,0,16,28,Full
1336,73,55,1000,1570,,Bachelor,Single Vehicle Collision,Minor Loss,Police,18,1,1,1,9000,0,6,38,Full
1337,46,29,1000,921,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,17,3,1,1,9000,0,2,8,Full
1338,103,58,2000,1677,,Masters,Multi-vehicle Collision,Major Loss,None,8,3,1,1,8000,0,10,38,Full
1339,12,32,500,1286,,Masters,Single Vehicle Collision,Major Loss,Police,21,1,0,1,7000,0,2,11,Full
1340,49,26,2000,1656,,High School,Multi-vehicle Collision,Major Loss,Ambulance,17,3,1,0,7000,0,7,8,Full
1341,29,44,500,876,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,19,3,1,0,2000,0,18,23,Full
1342,102,25,2000,1409,,College,Multi-vehicle Collision,Major Loss,Ambulance,3,4,1,1,6000,1,7,4,P2
1343,97,48,1000,1521,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,9,1,1,0,10000,0,12,28,Full
1344,51,62,1000,1187,,Bachelor,Multi-vehicle Collision,Major Loss,None,10,3,1,1,2000,0,10,42,Full
1345,75,39,500,1266,,High School,Single Vehicle Collision,Major Loss,Ambulance,18,1,1,1,7000,0,2,18,Full
1346,48,60,500,1611,,MD,Multi-vehicle Collision,Minor Loss,None,2,4,1,1,7000,0,13,39,Full
1347,26,62,1000,1151,,High School,Single Vehicle Collision,Minor Loss,Ambulance,11,1,0,1,5000,0,17,44,Full
1348,12,64,1000,848,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,17,4,1,1,2000,0,2,45,Full
1349,77,60,2000,1357,,College,Single Vehicle Collision,Minor Loss,None,4,1,1,0,9000,0,15,39,Full
1350,80,50,2000,1633,,Bachelor,Parked Car,Total Loss,Ambulance,18,1,1,1,5000,0,14,31,Full
1351,118,52,500,1340,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,21,1,1,1,10000,1,18,30,Full
1352,85,26,1000,1180,,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,8,3,1,1,7000,0,2,4,P2
1353,85,29,1000,1070,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,4,1,1,1,7000,0,6,12,Full
1354,100,49,500,1106,,High School,Single Vehicle Collision,Total Loss,Police,0,1,1,1,10000,0,14,27,Full
1355,73,33,1000,1189,,College,Single Vehicle Collision,Major Loss,Ambulance,12,1,0,1,8000,0,0,15,Full
1356,32,59,1000,1551,,Bachelor,Single Vehicle Collision,Minor Loss,Police,7,1,0,0,1000,0,15,39,Full
1357,24,30,500,1631,,High School,Multi-vehicle Collision,Minor Loss,Police,0,3,1,0,8000,0,17,11,Full
1358,82,49,1000,1324,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,3,3,0,1,10000,0,9,30,Full
1359,74,54,500,1411,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,5,2,1,1,1000,0,8,37,Full
1360,103,63,1000,1255,,Bachelor,Parked Car,Major Loss,Ambulance,8,1,1,1,10000,0,5,46,Full
1361,14,64,1000,1158,,College,Multi-vehicle Collision,Minor Loss,Ambulance,15,3,1,0,4000,0,0,43,Full
1362,49,34,1000,990,,Bachelor,Vehicle Theft,Total Loss,Ambulance,21,1,1,1,10000,0,4,12,Full
1363,38,35,2000,894,,College,Single Vehicle Collision,Total Loss,Police,19,1,0,1,5000,0,20,14,Full
1364,61,37,2000,1608,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,15,1,0,1,8000,0,18,20,Full
1365,101,56,2000,1203,,High School,Vehicle Theft,Minor Loss,Ambulance,17,1,0,0,4000,0,5,39,Full
1366,14,49,1000,851,,Bachelor,Single Vehicle Collision,Major Loss,Police,11,1,0,0,9000,0,20,31,Full
1367,23,40,500,1220,,Masters,Single Vehicle Collision,Major Loss,Ambulance,15,1,1,1,6000,0,7,24,Full
1368,84,25,500,1454,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,11,3,1,1,8000,0,6,6,Full
1369,53,58,500,1353,,High School,Vehicle Theft,Total Loss,Ambulance,11,1,0,0,6000,0,3,41,Full
1370,18,34,500,1575,,College,Single Vehicle Collision,Total Loss,Other,15,1,0,0,2000,0,18,14,Full
1371,96,34,500,1374,,High School,Single Vehicle Collision,Major Loss,Police,19,1,1,0,6000,0,20,15,Full
1372,6,48,1000,1169,,High School,Multi-vehicle Collision,Major Loss,Ambulance,19,4,1,1,3000,0,6,31,Full
1373,50,61,1000,910,,Bachelor,Single Vehicle Collision,Total Loss,None,6,1,1,1,4000,0,14,44,Full
1374,51,25,1000,1483,,College,Single Vehicle Collision,Minor Loss,None,5,1,1,0,6000,0,6,7,Full
1375,7,48,2000,1459,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,22,3,0,1,4000,0,2,32,Full
1376,98,32,2000,1491,,Bachelor,Multi-vehicle Collision,Total Loss,Other,12,3,0,0,5000,0,8,10,Full
1377,8,58,1000,1444,,Bachelor,Single Vehicle Collision,Major Loss,Police,23,1,1,1,6000,0,11,42,Full
1378,101,43,1000,1076,,High School,Parked Car,Minor Loss,Police,19,1,1,1,2000,0,2,25,Full
1379,27,58,500,1414,,High School,Single Vehicle Collision,Major Loss,Ambulance,4,1,1,1,4000,0,16,38,Full
1380,43,26,1000,1167,,High School,Single Vehicle Collision,Major Loss,None,19,1,1,1,10000,0,10,4,P2
1381,113,50,1000,1032,,PhD,Vehicle Theft,Total Loss,Ambulance,20,1,1,1,4000,1,4,34,Full
1382,68,31,1000,1661,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,17,1,1,0,5000,0,12,11,Full
1383,88,50,500,1215,,High School,Parked Car,Total Loss,None,14,1,1,0,10000,0,16,31,Full
1384,79,51,1000,1365,,Bachelor,Single Vehicle Collision,Major Loss,Police,20,1,1,0,10000,0,6,32,Full
1385,112,31,500,882,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,6,1,0,1,4000,0,14,15,Full
1386,78,44,500,1252,,Bachelor,Vehicle Theft,Minor Loss,Police,15,1,0,1,6000,0,8,28,Full
1387,50,27,1000,1548,,High School,Single Vehicle Collision,Total Loss,Ambulance,3,1,0,1,10000,1,20,8,Full
1388,86,56,2000,1455,,High School,Multi-vehicle Collision,Total Loss,Other,4,3,1,1,1000,0,16,35,Full
1389,34,51,500,1020,,College,Single Vehicle Collision,Total Loss,Ambulance,19,1,1,0,1000,0,7,32,Full
1390,54,30,500,1599,,Bachelor,Multi-vehicle Collision,Major Loss,None,16,3,1,1,8000,0,0,8,Full
1391,27,35,1000,1480,,High School,Multi-vehicle Collision,Total Loss,Ambulance,23,3,1,1,9000,0,13,19,Full
1392,55,27,1000,1020,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,7,1,1,0,6000,0,4,8,Full
1393,99,55,500,891,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,14,3,1,1,9000,0,2,39,Full
1394,99,49,500,1195,,High School,Vehicle Theft,Minor Loss,None,1,1,1,0,9000,0,19,28,Full
1395,89,44,2000,1088,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,8,3,1,1,8000,0,20,26,Full
1396,17,44,1000,1498,,Masters,Parked Car,Major Loss,Ambulance,9,1,0,1,4000,1,5,27,Full
1397,19,33,500,1343,,College,Multi-vehicle Collision,Total Loss,None,12,3,1,1,7000,0,6,17,Full
1398,52,43,500,1522,,Masters,Multi-vehicle Collision,Major Loss,Ambulance,13,3,1,0,3000,0,3,23,Full
1399,11,47,1000,1005,,Masters,Multi-vehicle Collision,Major Loss,Police,20,3,0,1,9000,0,9,31,Full
1400,54,58,500,1674,,Masters,Multi-vehicle Collision,Minor Loss,Police,6,3,0,0,9000,0,18,39,Full
1401,33,62,500,944,,College,Multi-vehicle Collision,Major Loss,Police,22,4,0,1,1000,0,14,42,Full
1402,40,59,1000,1168,,PhD,Parked Car,Minor Loss,None,6,1,1,0,7000,0,17,39,Full
1403,82,26,500,1618,,High School,Multi-vehicle Collision,Total Loss,Ambulance,20,3,1,0,6000,0,4,9,Full
1404,75,61,500,843,,College,Parked Car,Total Loss,Police,21,1,1,0,2000,0,15,45,Full
1405,28,30,500,1544,,High School,Vehicle Theft,Total Loss,Ambulance,19,1,1,1,3000,0,19,12,Full
1406,49,37,500,1598,,High School,Single Vehicle Collision,Minor Loss,Ambulance,19,1,1,1,8000,0,5,15,Full
1407,82,59,2000,1659,,Masters,Multi-vehicle Collision,Total Loss,Ambulance,15,3,1,0,8000,0,14,37,Full
1408,57,51,500,1009,,Bachelor,Multi-vehicle Collision,Major Loss,Police,12,2,1,1,6000,0,8,31,Full
1409,87,43,500,1463,,Bachelor,Single Vehicle Collision,Total Loss,None,8,1,0,1,2000,0,6,23,Full
1410,41,53,1000,1193,,College,Multi-vehicle Collision,Major Loss,Ambulance,7,3,0,1,6000,0,20,35,Full
1411,32,29,500,865,,High School,Multi-vehicle Collision,Minor Loss,Police,4,3,1,1,7000,0,7,9,Full
1412,16,44,2000,1582,,Bachelor,Single Vehicle Collision,Minor Loss,None,19,1,1,1,1000,0,2,22,Full
1413,32,58,1000,883,,High School,Multi-vehicle Collision,Major Loss,Ambulance,15,3,1,1,6000,0,8,39,Full
1414,20,60,2000,900,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,20,3,1,0,1000,0,9,42,Full
1415,70,47,500,1202,,High School,Multi-vehicle Collision,Minor Loss,Other,5,3,0,1,1000,0,15,28,Full
1416,103,29,2000,1255,,Bachelor,Multi-vehicle Collision,Major Loss,Police,6,3,1,0,8000,1,20,13,Full
1417,106,30,500,1492,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,2,4,1,0,3000,0,16,9,Full
1418,42,49,2000,1539,,High School,Multi-vehicle Collision,Total Loss,Police,11,3,0,1,7000,0,19,28,Full
1419,77,28,500,916,,MD,Multi-vehicle Collision,Minor Loss,Ambulance,16,3,1,0,10000,0,9,7,Full
1420,111,47,1000,1322,,PhD,Single Vehicle Collision,Total Loss,Other,14,1,1,1,6000,0,14,31,Full
1421,56,49,500,1550,,Bachelor,Parked Car,Total Loss,Police,1,1,1,1,5000,0,6,33,Full
1422,105,25,2000,1433,,Bachelor,Parked Car,Major Loss,Ambulance,2,1,1,1,4000,1,1,4,P2
1423,76,50,500,1636,,Bachelor,Multi-vehicle Collision,Total Loss,Police,3,3,1,1,7000,0,7,31,Full
1424,39,55,2000,989,,Bachelor,Multi-vehicle Collision,Major Loss,Police,4,3,1,1,7000,0,14,35,Full
1425,58,26,1000,1067,,Masters,Single Vehicle Collision,Total Loss,Police,19,1,1,1,6000,0,5,6,Full
1426,111,34,500,1512,,Masters,Single Vehicle Collision,Major Loss,Ambulance,20,1,0,1,10000,0,18,13,Full
1427,68,35,500,941,,High School,Parked Car,Major Loss,Police,14,1,1,1,8000,0,16,17,Full
1428,68,50,500,1358,,Bachelor,Multi-vehicle Collision,Total Loss,Police,4,3,1,1,5000,0,4,32,Full
1429,118,36,2000,1118,,Bachelor,Single Vehicle Collision,Major Loss,None,14,1,1,1,2000,1,6,16,Full
1430,7,28,1000,949,,High School,Multi-vehicle Collision,Total Loss,None,1,3,1,0,7000,0,17,6,Full
1431,26,37,500,1326,,Masters,Multi-vehicle Collision,Minor Loss,Police,15,3,0,1,7000,0,5,20,Full
1432,8,38,2000,934,,Masters,Single Vehicle Collision,Major Loss,Police,9,1,1,1,3000,0,6,19,Full
1433,100,29,2000,1425,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,21,3,1,1,3000,0,7,10,Full
1434,46,25,1000,1340,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,2,1,0,1,6000,0,16,6,Full
1435,114,40,2000,1557,,High School,Single Vehicle Collision,Major Loss,None,16,1,1,0,2000,0,0,23,Full
1436,19,36,500,963,,Bachelor,Single Vehicle Collision,Total Loss,None,7,1,0,1,9000,0,1,18,Full
1437,65,62,1000,1326,,Bachelor,Single Vehicle Collision,Minor Loss,Police,8,1,0,1,8000,0,11,41,Full
1438,76,55,500,983,,High School,Multi-vehicle Collision,Major Loss,None,20,3,1,0,3000,0,8,37,Full
1439,116,55,1000,900,,High School,Single Vehicle Collision,Total Loss,Police,6,1,0,1,1000,0,12,36,Full
1440,48,44,2000,1193,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,21,3,0,1,7000,0,5,22,Full
1441,11,32,2000,891,,Masters,Multi-vehicle Collision,Total Loss,None,3,3,0,1,6000,0,19,11,Full
1442,31,64,1000,1347,,High School,Vehicle Theft,Minor Loss,None,6,1,0,1,8000,0,15,46,Full
1443,82,54,2000,1033,,Bachelor,Parked Car,Minor Loss,Ambulance,9,1,1,0,4000,0,1,35,Full
1444,9,46,1000,1272,,Bachelor,Multi-vehicle Collision,Major Loss,None,9,3,1,0,3000,0,16,26,Full
1445,103,48,500,1358,,Bachelor,Multi-vehicle Collision,Total Loss,Police,22,3,0,1,4000,0,20,28,Full
1446,23,35,500,1615,,Masters,Multi-vehicle Collision,Minor Loss,None,13,2,1,0,5000,1,19,17,Full
1447,51,58,1000,1470,,Bachelor,Single Vehicle Collision,Minor Loss,Other,17,1,1,1,5000,0,15,37,Full
1448,25,38,500,1376,,High School,Parked Car,Minor Loss,Other,3,1,1,0,2000,0,2,21,Full
1449,31,35,1000,1215,,High School,Parked Car,Major Loss,Police,0,1,1,1,5000,0,11,13,Full
1450,111,55,1000,1428,,Bachelor,Vehicle Theft,Total Loss,None,4,1,0,1,10000,0,5,37,Full
1451,20,54,2000,1030,,High School,Multi-vehicle Collision,Total Loss,Ambulance,11,3,0,1,7000,0,20,33,Full
1452,89,42,1000,964,,Bachelor,Parked Car,Major Loss,None,6,1,0,1,6000,0,14,26,Full
1453,49,55,500,1342,,Bachelor,Multi-vehicle Collision,Total Loss,None,11,3,1,0,10000,0,12,33,Full
1454,91,39,1000,903,,Masters,Multi-vehicle Collision,Minor Loss,None,8,3,1,0,6000,0,14,20,Full
1455,65,36,1000,1020,,MD,Parked Car,Major Loss,Ambulance,6,1,0,1,7000,0,9,20,Full
1456,31,42,500,1404,,High School,Multi-vehicle Collision,Total Loss,Police,17,3,1,1,9000,0,7,24,Full
1457,62,30,2000,1238,,Bachelor,Single Vehicle Collision,Total Loss,Other,16,1,0,0,2000,1,19,10,Full
1458,104,34,2000,1432,,High School,Multi-vehicle Collision,Total Loss,Ambulance,19,2,1,0,5000,0,6,15,Full
1459,90,50,1000,1286,,College,Single Vehicle Collision,Major Loss,Police,22,1,1,1,8000,0,0,32,Full
1460,110,62,2000,1468,,Bachelor,Vehicle Theft,Major Loss,Ambulance,6,1,1,1,4000,0,8,45,Full
1461,35,35,500,1587,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,1,4,0,1,4000,0,16,17,Full
1462,69,54,1000,1421,,PhD,Multi-vehicle Collision,Total Loss,Ambulance,8,3,1,1,1000,0,13,37,Full
1463,8,44,2000,1620,,High School,Multi-vehicle Collision,Major Loss,Police,1,3,1,1,7000,0,20,24,Full
1464,40,47,2000,1055,,Masters,Single Vehicle Collision,Major Loss,Ambulance,11,1,1,1,3000,0,2,26,Full
1465,24,49,2000,997,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,1,3,1,1,8000,0,19,32,Full
1466,39,33,500,996,,High School,Multi-vehicle Collision,Minor Loss,Police,6,3,1,0,4000,0,7,11,Full
1467,48,44,1000,1475,,College,Single Vehicle Collision,Major Loss,Other,6,1,0,1,1000,1,9,22,Full
1468,7,38,500,1156,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,9,4,1,1,7000,0,8,22,Full
1469,59,48,1000,1320,,Bachelor,Vehicle Theft,Major Loss,Police,18,1,1,1,3000,0,2,27,Full
1470,35,57,1000,856,,High School,Multi-vehicle Collision,Major Loss,Police,14,3,1,0,8000,0,5,41,Full
1471,96,56,1000,1017,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,21,1,1,1,4000,0,15,40,Full
1472,78,26,1000,948,,Bachelor,Parked Car,Total Loss,Other,3,1,1,0,1000,0,0,10,Full
1473,119,59,2000,1659,,College,Single Vehicle Collision,Total Loss,None,5,1,1,0,3000,0,2,37,Full
1474,86,55,2000,1121,,Masters,Vehicle Theft,Major Loss,Police,11,1,1,0,5000,0,0,39,Full
1475,106,30,500,1561,,MD,Parked Car,Major Loss,Ambulance,23,1,1,0,6000,0,17,13,Full
1476,105,53,2000,1347,,High School,Single Vehicle Collision,Major Loss,None,20,1,0,1,8000,0,12,37,Full
1477,69,45,1000,1402,,High School,Single Vehicle Collision,Major Loss,Ambulance,9,1,0,0,10000,0,3,26,Full
1478,96,64,500,1215,,Bachelor,Parked Car,Minor Loss,Ambulance,23,1,1,1,1000,0,16,42,Full
